"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"56","GamingChair","OneGame Gaming Chair","Qiyong Zhang","Reviewed in Canada on June 23, 2024","So comfy","I've tested 3 Ergonomic Office Chairs, 5 Gaming Chairs and to be honest, this one is the best for under $300. I tested out a Stples chair of the same quality at $470.00 with taxes and I'm glad I bought this one.No, I am not getting paid to say this. I love this chair and I see a few negative reviews here, so I'd love to share my thoughts.PROS:- the lumbar support and pillow are great. It's not too hard, not too soft.- pillows are adjustable. If you really don't like them, 1. Remove them and 2. Buy a memory foam velcro pillow that clips on, for a car. It's the same thing and twice as comfortable, for only $30-50 each. Smart savings.- the construction feels great and the material is virtually the same of other gaming chairs rated at $400-600 range. If you want a perfect gaming chair, be prepared to spend $700-900. It may be a lot, sure, but think of how long you're gonna own a chair, and think of the back pain it'll save you from. I had a small blue chair with no support from age 13-28, so it's time to upgrade.- If your chair breaks in some way, there is limited warranty from the supplier and amazon. But keep in mind, a chair for only $150.00, is a risk you take. That's super cheap for what you get.- the chair reclines almost at a full 180 degrees (approximately 170), allowing you to lay flat. I love it.- armests are adjustable, up and down only, not side to side or left to right.- I have sat in the chair for 6 hours, doing homework and gaming and I love it. I am 6' 0"" at 185lbs. The chair is good for me but if you are over 215lbs, you may want a slightly wider chair.CONS:- armests are only 2D, not 4D. This is expected for the price.- no footrest, but that doesn't matter. I've tried the footrests for a lot of these chairs and they suck. 1. They're not long enough, so your feet hang, as the footrest ends, 6"" before your heel, 2. They're not well made. 3. What I did instead was buy a $130.00 ottoman with storage, non-foldable, on Amazon, and it's a perfect footrest which I can move around freely. I use the storage for my gaming controllers and the ottoman fits perfectly under my desk if I want more space. In case I can't post a link in a review, here's the product info. Name: ""Tufted Leather Square Flip Top Storage Ottoman Cube Foot Rest, Black"" sold by ""H&B Luxuries"" on Amazon.- a review I saw ""oh the plastic piece of the side broke."" Not sure how, as this is fastened via 1 screw. If your screw hole is too big, add 1 small washer and this will fix the problem. Mine was fine. 1. Test out any product you get and 2. If there are any issues, it's your job to return them and get a new one or a refund. Accidents do happen in manufacturing, but instead, I see people complain, and write a bad review LOL. That's your fault brother.- it'd be nice if this chair came in more colours, but I love the black as it blends with everything. White & black usually do. I got an all black chair myself.",5,NA
"57","GamingChair","OneGame Gaming Chair","Jim Kelley","Reviewed in Australia on September 7, 2024","","I updated my chair to this and honestly it's a really good chair for back posture. Only thing the arms could be a bit longer...Other than that really happy with this purchase!",1,NA
"58","GamingChair","OneGame Gaming Chair","Emily","Reviewed in Canada on September 6, 2024","","This chair was easy to assemble, very nice, very ergonomic, very comfortable, with multiple angle adjustments, and lived up to the product description.",5,NA
"59","GamingChair","OneGame Gaming Chair","Emily","Reviewed in Canada on September 19, 2024","Comfy but tricky putting together","A bit squeaky in some areas, but overall pretty comfortable and a good price. (Currently on sale)",5,NA
"60","GamingChair","OneGame Gaming Chair","Eugene","Reviewed in Canada on August 5, 2024","","It arrived quickly. Easy to assemble, my son did it on his own. He loves it and it is firm and sturdy. The back and neck pillow make it comfortable. the armrest can adjust to meet your needs.",5,NA
"61","GamingChair","OneGame Gaming Chair","Eugene",NA,"",NA,5,NA
"62","GamingChair","OneGame Gaming Chair","GodlyGecko",NA,"Comfortable and Stylish Gaming Chair",NA,5,NA
"63","GamingChair","OneGame Gaming Chair","GodlyGecko",NA,"",NA,5,NA
"64","GamingChair","OneGame Gaming Chair","Despina",NA,"",NA,4,NA
"65","GamingChair","OneGame Gaming Chair","Qiu,Weiwei",NA,"Poorly made",NA,5,NA
"66","GamingChair","OneGame Gaming Chair","Qiu,Weiwei",NA,"",NA,5,NA
"67","GamingChair","OneGame Gaming Chair","Damon",NA,"",NA,4,NA
